SNO,Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,,Series_title_2,Series_title_3,Series_title_4,Series_title_5
1208,BDCQ.SF1DDCA,2018.03,4601.996,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1209,BDCQ.SF1DDCA,2018.06,4587.347,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1210,BDCQ.SF1DDCA,2018.09,5165.815,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1211,BDCQ.SF1DDCA,2018.12,5644.675,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1212,BDCQ.SF1DDCA,2019.03,4952.943,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1213,BDCQ.SF1DDCA,2019.06,5296.602,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1214,BDCQ.SF1DDCA,2019.09,5564.597,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1215,BDCQ.SF1DDCA,2019.12,4967.912,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1216,BDCQ.SF1DDCA,2020.03,4626.406,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1217,BDCQ.SF1DDCA,2020.06,4867.933,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1218,BDCQ.SF1DDCA,2020.09,5800.676,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1219,BDCQ.SF1DDCA,2020.12,5089.45,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1220,BDCQ.SF1DDCA,2021.03,5312.476,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1221,BDCQ.SF1DDCA,2021.06,6987.304,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1222,BDCQ.SF1DDCA,2021.09,6403.283,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1223,BDCQ.SF1DDCA,2021.12,4942.861,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1224,BDCQ.SF1DDCA,2022.03,5249.357,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1225,BDCQ.SF1DDCA,2022.06,6470.547,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Unadjusted,
1226,BDCQ.SF1DDCS,2016.06,4293.55,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1227,BDCQ.SF1DDCS,2016.09,4501.018,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1228,BDCQ.SF1DDCS,2016.12,4006.961,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1229,BDCQ.SF1DDCS,2017.03,3959.543,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1230,BDCQ.SF1DDCS,2017.06,4455.531,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1231,BDCQ.SF1DDCS,2017.09,5288.065,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1232,BDCQ.SF1DDCS,2017.12,4495.831,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1233,BDCQ.SF1DDCS,2018.03,4601.996,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1234,BDCQ.SF1DDCS,2018.06,4587.347,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1235,BDCQ.SF1DDCS,2018.09,5165.815,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1236,BDCQ.SF1DDCS,2018.12,5644.675,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1237,BDCQ.SF1DDCS,2019.03,4952.943,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1238,BDCQ.SF1DDCS,2019.06,5296.602,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1239,BDCQ.SF1DDCS,2019.09,5564.597,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1240,BDCQ.SF1DDCS,2019.12,4967.912,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1241,BDCQ.SF1DDCS,2020.03,4626.406,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1242,BDCQ.SF1DDCS,2020.06,4867.933,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1243,BDCQ.SF1DDCS,2020.09,5800.676,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1244,BDCQ.SF1DDCS,2020.12,5089.45,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1245,BDCQ.SF1DDCS,2021.03,5312.476,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1246,BDCQ.SF1DDCS,2021.06,6987.304,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1247,BDCQ.SF1DDCS,2021.09,6403.283,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1248,BDCQ.SF1DDCS,2021.12,4942.861,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1249,BDCQ.SF1DDCS,2022.03,5249.357,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1250,BDCQ.SF1DDCS,2022.06,6470.547,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Seasonally adjusted,
1251,BDCQ.SF1DDCT,2016.06,4433.347,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1252,BDCQ.SF1DDCT,2016.09,4330.352,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1253,BDCQ.SF1DDCT,2016.12,4084.161,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1254,BDCQ.SF1DDCT,2017.03,3981.837,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1255,BDCQ.SF1DDCT,2017.06,4584.354,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1256,BDCQ.SF1DDCT,2017.09,4958.785,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1257,BDCQ.SF1DDCT,2017.12,4755.936,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1258,BDCQ.SF1DDCT,2018.03,4474.737,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1259,BDCQ.SF1DDCT,2018.06,4730.239,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1260,BDCQ.SF1DDCT,2018.09,5035.166,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1261,BDCQ.SF1DDCT,2018.12,5102.301,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1262,BDCQ.SF1DDCT,2019.03,5038.079,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1263,BDCQ.SF1DDCT,2019.06,5312.561,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1264,BDCQ.SF1DDCT,2019.09,5424.435,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1265,BDCQ.SF1DDCT,2019.12,5026.066,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1266,BDCQ.SF1DDCT,2020.03,4642.536,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1267,BDCQ.SF1DDCT,2020.06,5047.341,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1268,BDCQ.SF1DDCT,2020.09,5439.901,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1269,BDCQ.SF1DDCT,2020.12,5270.846,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1270,BDCQ.SF1DDCT,2021.03,5502.59,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1271,BDCQ.SF1DDCT,2021.06,6382.623,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1272,BDCQ.SF1DDCT,2021.09,6196.259,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1273,BDCQ.SF1DDCT,2021.12,5240.864,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1274,BDCQ.SF1DDCT,2022.03,5391.882,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1275,BDCQ.SF1DDCT,2022.06,6298.949,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),,"Electricity, Gas, Water and Waste Services",Current,Trend,
1276,BDCQ.SF1EE1CA,2016.06,13386.067,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1277,BDCQ.SF1EE1CA,2016.09,13419.541,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1278,BDCQ.SF1EE1CA,2016.12,14477.984,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1279,BDCQ.SF1EE1CA,2017.03,13367.602,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1280,BDCQ.SF1EE1CA,2017.06,15121.242,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1281,BDCQ.SF1EE1CA,2017.09,14890.877,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1282,BDCQ.SF1EE1CA,2017.12,15832.221,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1283,BDCQ.SF1EE1CA,2018.03,14111.011,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1284,BDCQ.SF1EE1CA,2018.06,16480.01,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1285,BDCQ.SF1EE1CA,2018.09,16459.025,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1286,BDCQ.SF1EE1CA,2018.12,16806.615,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1287,BDCQ.SF1EE1CA,2019.03,15357.359,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1288,BDCQ.SF1EE1CA,2019.06,17623.099,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1289,BDCQ.SF1EE1CA,2019.09,17769.074,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1290,BDCQ.SF1EE1CA,2019.12,18744.633,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1291,BDCQ.SF1EE1CA,2020.03,16892.923,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1292,BDCQ.SF1EE1CA,2020.06,13626.094,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1293,BDCQ.SF1EE1CA,2020.09,19341.282,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1294,BDCQ.SF1EE1CA,2020.12,19641.46,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1295,BDCQ.SF1EE1CA,2021.03,18423.251,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1296,BDCQ.SF1EE1CA,2021.06,21039.319,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1297,BDCQ.SF1EE1CA,2021.09,18768.192,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1298,BDCQ.SF1EE1CA,2021.12,22266.292,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1299,BDCQ.SF1EE1CA,2022.03,20866.533,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1300,BDCQ.SF1EE1CA,2022.06,23252.126,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Unadjusted,
1301,BDCQ.SF1EE1CS,2016.06,12926.557,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1302,BDCQ.SF1EE1CS,2016.09,13275.076,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1303,BDCQ.SF1EE1CS,2016.12,13971.345,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1304,BDCQ.SF1EE1CS,2017.03,14548.734,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1305,BDCQ.SF1EE1CS,2017.06,14629.257,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1306,BDCQ.SF1EE1CS,2017.09,14730.303,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1307,BDCQ.SF1EE1CS,2017.12,15280.905,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1308,BDCQ.SF1EE1CS,2018.03,15327.522,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1309,BDCQ.SF1EE1CS,2018.06,15972.259,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1310,BDCQ.SF1EE1CS,2018.09,16265.314,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1311,BDCQ.SF1EE1CS,2018.12,16242.039,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1312,BDCQ.SF1EE1CS,2019.03,16655.573,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1313,BDCQ.SF1EE1CS,2019.06,17085.593,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1314,BDCQ.SF1EE1CS,2019.09,17559.217,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1315,BDCQ.SF1EE1CS,2019.12,18129.199,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1316,BDCQ.SF1EE1CS,2020.03,18312.432,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1317,BDCQ.SF1EE1CS,2020.06,13203.24,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1318,BDCQ.SF1EE1CS,2020.09,19107.724,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1319,BDCQ.SF1EE1CS,2020.12,19026.293,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1320,BDCQ.SF1EE1CS,2021.03,19951.448,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1321,BDCQ.SF1EE1CS,2021.06,20382.272,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1322,BDCQ.SF1EE1CS,2021.09,18531.062,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1323,BDCQ.SF1EE1CS,2021.12,21604.445,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1324,BDCQ.SF1EE1CS,2022.03,22568.461,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1325,BDCQ.SF1EE1CS,2022.06,22532.366,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Seasonally adjusted,
1326,BDCQ.SF1EE1CT,2016.06,12852.485,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Trend,
1327,BDCQ.SF1EE1CT,2016.09,13341.225,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Trend,
1328,BDCQ.SF1EE1CT,2016.12,13964.836,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Trend,
1329,BDCQ.SF1EE1CT,2017.03,14482.99,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Trend,
1330,BDCQ.SF1EE1CT,2017.06,14635.745,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Trend,
1331,BDCQ.SF1EE1CT,2017.09,14831.821,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Trend,
1332,BDCQ.SF1EE1CT,2017.12,15129.966,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Trend,
1333,BDCQ.SF1EE1CT,2018.03,15478.186,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Trend,
1334,BDCQ.SF1EE1CT,2018.06,15899.922,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Trend,
1335,BDCQ.SF1EE1CT,2018.09,16212.609,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Construction,Current prices,Trend,
,,,,,,,,,,,Construction,Current prices,Trend,
,,,,,,,,,,,Construction,Current prices,Trend,
,,,,,,,,,,,Construction,Current prices,Trend,
,,,,,,,,,,,Construction,Current prices,Trend,
,,,,,,,,,,,Construction,Current prices,Trend,
,,,,,,,,,,,Construction,Current prices,Trend,
,,,,,,,,,,,Construction,Current prices,Trend,
,,,,,,,,,,,Construction,Current prices,Trend,
,,,,,,,,,,,Construction,Current prices,Trend,
,,,,,,,,,,,Construction,Current prices,Trend,
,,,,,,,,,,,Construction,Current prices,Trend,
,,,,,,,,,,,Construction,Current prices,Trend,
,,,,,,,,,,,Construction,Current prices,Trend,
,,,,,,,,,,,Construction,Current prices,Trend,
,,,,,,,,,,,Construction,Current prices,Trend,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Unadjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Seasonally adjusted,
,,,,,,,,,,,Construction,Current,Trend,
,,,,,,,,,,,Construction,Current,Trend,
