SNO,Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,,Series_title_2,Series_title_3,Series_title_4,Series_title_5
1,BDCQ.SF1AA2CA,2016.06,1116.386,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
2,BDCQ.SF1AA2CA,2016.09,1070.874,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
3,BDCQ.SF1AA2CA,2016.12,1054.408,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
4,BDCQ.SF1AA2CA,2017.03,1010.665,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
5,BDCQ.SF1AA2CA,2017.06,1233.7,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
6,BDCQ.SF1AA2CA,2017.09,1282.436,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
7,BDCQ.SF1AA2CA,2017.12,1290.82,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
8,BDCQ.SF1AA2CA,2018.03,1412.007,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
9,BDCQ.SF1AA2CA,2018.06,1488.055,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
10,BDCQ.SF1AA2CA,2018.09,1497.678,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
11,BDCQ.SF1AA2CA,2018.12,1570.507,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
12,BDCQ.SF1AA2CA,2019.03,1393.749,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
13,BDCQ.SF1AA2CA,2019.06,1517.143,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
14,BDCQ.SF1AA2CA,2019.09,1381.514,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
15,BDCQ.SF1AA2CA,2019.12,1370.985,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
16,BDCQ.SF1AA2CA,2020.03,1073.017,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
17,BDCQ.SF1AA2CA,2020.06,1131.445,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
18,BDCQ.SF1AA2CA,2020.09,1440.101,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
19,BDCQ.SF1AA2CA,2020.12,1489.979,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
20,BDCQ.SF1AA2CA,2021.03,1390.782,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
21,BDCQ.SF1AA2CA,2021.06,1826.73,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
22,BDCQ.SF1AA2CA,2021.09,1710.073,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
23,BDCQ.SF1AA2CA,2021.12,1559.479,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
24,BDCQ.SF1AA2CA,2022.03,1285.083,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
25,BDCQ.SF1AA2CA,2022.06,1684.422,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Unadjusted,
26,BDCQ.SF1AA2CS,2016.06,1061.273,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
27,BDCQ.SF1AA2CS,2016.09,1056.751,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
28,BDCQ.SF1AA2CS,2016.12,1054.894,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
29,BDCQ.SF1AA2CS,2017.03,1080.651,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
30,BDCQ.SF1AA2CS,2017.06,1174.014,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
31,BDCQ.SF1AA2CS,2017.09,1264.509,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
32,BDCQ.SF1AA2CS,2017.12,1288.783,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
33,BDCQ.SF1AA2CS,2018.03,1514.417,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
34,BDCQ.SF1AA2CS,2018.06,1416.45,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
35,BDCQ.SF1AA2CS,2018.09,1472.413,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
36,BDCQ.SF1AA2CS,2018.12,1569.606,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
37,BDCQ.SF1AA2CS,2019.03,1498.962,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
38,BDCQ.SF1AA2CS,2019.06,1441.153,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
39,BDCQ.SF1AA2CS,2019.09,1357.43,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
40,BDCQ.SF1AA2CS,2019.12,1371.207,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
41,BDCQ.SF1AA2CS,2020.03,1154.67,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
42,BDCQ.SF1AA2CS,2020.06,1074.809,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
43,BDCQ.SF1AA2CS,2020.09,1413.466,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
44,BDCQ.SF1AA2CS,2020.12,1492.16,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
45,BDCQ.SF1AA2CS,2021.03,1494.161,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
46,BDCQ.SF1AA2CS,2021.06,1737.707,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
47,BDCQ.SF1AA2CS,2021.09,1677.837,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
48,BDCQ.SF1AA2CS,2021.12,1561.471,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
49,BDCQ.SF1AA2CS,2022.03,1379.646,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
50,BDCQ.SF1AA2CS,2022.06,1604.304,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Seasonally adjusted,
51,BDCQ.SF1AA2CT,2016.06,1025.602,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
52,BDCQ.SF1AA2CT,2016.09,1068.034,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
53,BDCQ.SF1AA2CT,2016.12,1053.79,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
54,BDCQ.SF1AA2CT,2017.03,1088.762,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
55,BDCQ.SF1AA2CT,2017.06,1171.487,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
56,BDCQ.SF1AA2CT,2017.09,1255.446,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
57,BDCQ.SF1AA2CT,2017.12,1333.364,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
58,BDCQ.SF1AA2CT,2018.03,1393.811,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
59,BDCQ.SF1AA2CT,2018.06,1428.903,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
60,BDCQ.SF1AA2CT,2018.09,1486.71,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
61,BDCQ.SF1AA2CT,2018.12,1540.989,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
62,BDCQ.SF1AA2CT,2019.03,1515.073,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
63,BDCQ.SF1AA2CT,2019.06,1429.246,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
64,BDCQ.SF1AA2CT,2019.09,1371.809,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
65,BDCQ.SF1AA2CT,2019.12,1370.583,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
66,BDCQ.SF1AA2CT,2020.03,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
67,BDCQ.SF1AA2CT,2020.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
68,BDCQ.SF1AA2CT,2020.09,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
69,BDCQ.SF1AA2CT,2020.12,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
70,BDCQ.SF1AA2CT,2021.03,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
71,BDCQ.SF1AA2CT,2021.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
72,BDCQ.SF1AA2CT,2021.09,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
73,BDCQ.SF1AA2CT,2021.12,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
74,BDCQ.SF1AA2CT,2022.03,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
75,BDCQ.SF1AA2CT,2022.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,Forestry and Logging,Current prices,Trend,
76,BDCQ.SF1AA3CA,2016.06,1189.735,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
77,BDCQ.SF1AA3CA,2016.09,1144.938,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
78,BDCQ.SF1AA3CA,2016.12,1390.589,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
79,BDCQ.SF1AA3CA,2017.03,1310.912,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
80,BDCQ.SF1AA3CA,2017.06,1241.466,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
81,BDCQ.SF1AA3CA,2017.09,1288.648,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
82,BDCQ.SF1AA3CA,2017.12,1772.086,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
83,BDCQ.SF1AA3CA,2018.03,1554.221,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
84,BDCQ.SF1AA3CA,2018.06,1441.386,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
85,BDCQ.SF1AA3CA,2018.09,1364.769,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
86,BDCQ.SF1AA3CA,2018.12,1771.028,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
87,BDCQ.SF1AA3CA,2019.03,1665.84,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
88,BDCQ.SF1AA3CA,2019.06,1554.397,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
89,BDCQ.SF1AA3CA,2019.09,1484.434,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
90,BDCQ.SF1AA3CA,2019.12,1817.118,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
91,BDCQ.SF1AA3CA,2020.03,1582.915,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
92,BDCQ.SF1AA3CA,2020.06,1421.593,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
93,BDCQ.SF1AA3CA,2020.09,1614.752,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
94,BDCQ.SF1AA3CA,2020.12,2089.453,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
95,BDCQ.SF1AA3CA,2021.03,1817.439,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
96,BDCQ.SF1AA3CA,2021.06,1814.973,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
97,BDCQ.SF1AA3CA,2021.09,1791.805,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
98,BDCQ.SF1AA3CA,2021.12,2325.251,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
99,BDCQ.SF1AA3CA,2022.03,2001.763,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
100,BDCQ.SF1AA3CA,2022.06,1861.241,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
101,BDCQ.SF1AA3CS,2016.06,1266.459,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
102,BDCQ.SF1AA3CS,2016.09,1290.017,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
103,BDCQ.SF1AA3CS,2016.12,1221.214,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
104,BDCQ.SF1AA3CS,2017.03,1266.728,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
105,BDCQ.SF1AA3CS,2017.06,1329.449,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
106,BDCQ.SF1AA3CS,2017.09,1441.292,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
107,BDCQ.SF1AA3CS,2017.12,1550.369,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
108,BDCQ.SF1AA3CS,2018.03,1514.539,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
109,BDCQ.SF1AA3CS,2018.06,1544.74,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
110,BDCQ.SF1AA3CS,2018.09,1519.121,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
111,BDCQ.SF1AA3CS,2018.12,1540.615,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
112,BDCQ.SF1AA3CS,2019.03,1640.96,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
113,BDCQ.SF1AA3CS,2019.06,1664.188,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
114,BDCQ.SF1AA3CS,2019.09,1644.448,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
115,BDCQ.SF1AA3CS,2019.12,1575.964,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
116,BDCQ.SF1AA3CS,2020.03,1571.373,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
117,BDCQ.SF1AA3CS,2020.06,1519.916,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
118,BDCQ.SF1AA3CS,2020.09,1784.972,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
119,BDCQ.SF1AA3CS,2020.12,1807.212,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
120,BDCQ.SF1AA3CS,2021.03,1812.819,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
121,BDCQ.SF1AA3CS,2021.06,1940.485,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
122,BDCQ.SF1AA3CS,2021.09,1976.276,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
123,BDCQ.SF1AA3CS,2021.12,2010.307,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
124,BDCQ.SF1AA3CS,2022.03,1999.894,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
125,BDCQ.SF1AA3CS,2022.06,1990.226,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Seasonally adjusted,
126,BDCQ.SF1AA3CT,2016.06,1283.597,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
127,BDCQ.SF1AA3CT,2016.09,1264.9,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
128,BDCQ.SF1AA3CT,2016.12,1243.52,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
129,BDCQ.SF1AA3CT,2017.03,1257.254,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
130,BDCQ.SF1AA3CT,2017.06,1335.602,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
131,BDCQ.SF1AA3CT,2017.09,1447.919,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
132,BDCQ.SF1AA3CT,2017.12,1524.444,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
133,BDCQ.SF1AA3CT,2018.03,1538.975,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
134,BDCQ.SF1AA3CT,2018.06,1528.235,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
135,BDCQ.SF1AA3CT,2018.09,1524.348,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
